Date,Gold,Silver,Oil
2018-02-08,715.50,6.71,39.56
2018-02-09,715.33,6.77,39.11
2018-02-12,711.54,6.73,39.20
2018-02-13,708.47,6.74,38.92
2018-02-14,707.84,6.77,38.07
2018-02-15,704.54,6.76,37.99
2018-02-16,702.85,6.71,38.60
2018-02-19,700.99,6.69,38.80
2018-02-20,695.88,6.68,38.83
2018-02-21,695.63,6.70,38.53
2018-02-22,695.95,6.76,38.24
2018-02-23,696.01,6.80,38.08
2018-02-26,702.28,6.78,38.03
2018-02-27,701.98,6.78,37.84
2018-02-28,706.53,6.75,37.68
2018-03-01,712.27,6.77,37.69
2018-03-02,713.87,6.83,37.96
2018-03-05,711.44,6.80,37.84
2018-03-06,720.93,6.78,37.64
2018-03-07,724.17,6.70,37.60
2018-03-08,719.90,6.69,37.63
2018-03-09,718.59,6.71,38.06
2018-03-12,717.96,6.74,37.86
2018-03-13,719.51,6.74,38.32
2018-03-14,716.98,6.74,38.36
2018-03-15,719.72,6.73,37.99
2018-03-16,713.71,6.75,37.72
2018-03-19,715.55,6.77,37.71
2018-03-20,718.70,6.68,37.66
2018-03-21,719.06,6.77,37.42
2018-03-22,722.05,6.77,37.11
2018-03-23,722.04,6.69,37.04
2018-03-26,727.46,6.61,36.64
2018-03-27,726.30,6.58,36.60
2018-03-28,726.80,6.56,36.68
2018-03-29,726.38,6.62,36.94
2018-03-30,726.01,6.63,37.00
2018-04-02,725.53,6.64,36.89
2018-04-03,731.20,6.67,36.55
2018-04-04,729.15,6.64,36.03
2018-04-05,734.65,6.69,36.06
2018-04-06,732.50,6.73,35.60
2018-04-09,734.03,6.75,36.03
2018-04-10,732.83,6.72,36.59
2018-04-11,734.38,6.78,36.51
2018-04-12,731.36,6.77,36.73
2018-04-13,741.69,6.74,36.92
2018-04-16,739.58,6.81,37.33
2018-04-17,740.65,6.83,37.57
2018-04-18,729.62,6.90,38.38
2018-04-19,731.16,6.85,38.26
2018-04-20,732.06,6.96,38.54
2018-04-23,735.86,6.97,38.43
2018-04-24,738.23,7.12,38.26
2018-04-25,737.35,7.17,38.71
2018-04-26,737.10,7.12,38.28
2018-04-27,740.55,7.07,38.49
2018-04-30,739.17,7.11,39.00
2018-05-01,744.02,7.19,38.87
2018-05-02,742.23,7.25,38.40
2018-05-03,746.94,7.20,38.41
2018-05-04,748.93,7.15,38.59
2018-05-07,747.97,7.13,38.96
2018-05-08,745.98,7.18,39.28
2018-05-09,753.27,7.13,39.59
2018-05-10,757.20,7.12,39.31
2018-05-11,753.34,7.17,39.65
2018-05-14,758.55,7.17,39.57
2018-05-15,749.57,7.16,39.78
2018-05-16,745.85,7.13,40.05
2018-05-17,747.90,7.13,39.39
2018-05-18,745.33,7.08,39.79
2018-05-21,739.94,7.11,40.05
2018-05-22,741.67,7.09,40.73
2018-05-23,738.57,7.07,40.97
2018-05-24,740.66,7.05,40.74
2018-05-25,741.44,6.93,40.15
2018-05-28,744.43,6.81,39.99
2018-05-29,744.54,6.78,39.82
2018-05-30,746.58,6.76,39.03
2018-05-31,748.94,6.78,39.04
2018-06-01,745.72,6.69,39.67
2018-06-04,745.62,6.74,39.81
2018-06-05,745.36,6.81,40.22
2018-06-06,749.92,6.78,39.90
2018-06-07,754.27,6.79,39.87
2018-06-08,751.28,6.72,40.22
2018-06-11,751.82,6.68,40.15
2018-06-12,747.53,6.65,39.88
2018-06-13,749.13,6.67,39.83
2018-06-14,756.22,6.67,39.68
2018-06-15,758.24,6.71,39.31
2018-06-18,765.43,6.73,39.11
2018-06-19,770.04,6.77,39.71
2018-06-20,773.85,6.73,39.73
2018-06-21,773.77,6.77,39.21
2018-06-22,776.20,6.75,38.82
2018-06-25,770.87,6.71,38.98
2018-06-26,773.54,6.72,39.28
2018-06-27,771.57,6.75,39.46
2018-06-28,770.91,6.72,39.19
2018-06-29,768.03,6.73,39.18
2018-07-02,762.23,6.76,39.39
2018-07-03,758.30,6.80,39.61
2018-07-04,758.87,6.78,40.01
2018-07-05,758.62,6.86,39.98
2018-07-06,746.10,6.81,40.23
2018-07-09,747.86,6.85,40.59
2018-07-10,754.04,6.83,40.88
2018-07-11,757.04,6.79,41.08
2018-07-12,761.19,6.84,41.71
2018-07-13,770.49,6.85,41.56
2018-07-16,773.38,6.86,41.83
2018-07-17,774.69,6.78,41.65
2018-07-18,771.86,6.68,41.84
2018-07-19,778.12,6.63,42.17
2018-07-20,772.63,6.60,42.14
2018-07-23,774.42,6.66,42.02
2018-07-24,775.59,6.65,42.13
2018-07-25,771.18,6.64,42.10
2018-07-26,763.48,6.65,42.08
2018-07-27,760.96,6.64,42.07
2018-07-30,767.31,6.62,41.62
2018-07-31,767.61,6.69,41.53
2018-08-01,768.02,6.64,41.27
2018-08-02,770.23,6.66,41.33
2018-08-03,769.12,6.71,41.10
2018-08-06,771.80,6.72,40.74
2018-08-07,769.31,6.67,40.83
2018-08-08,770.08,6.63,40.69
2018-08-09,768.30,6.65,40.79
2018-08-10,769.98,6.70,40.87
2018-08-13,774.43,6.65,40.69
2018-08-14,775.76,6.63,41.12
2018-08-15,771.48,6.66,41.69
2018-08-16,768.39,6.63,42.25
2018-08-17,768.53,6.59,42.02
2018-08-20,770.68,6.64,41.20
2018-08-21,769.95,6.61,41.84
2018-08-22,770.08,6.65,41.57
2018-08-23,768.96,6.53,41.92
2018-08-24,773.26,6.51,41.54
2018-08-27,782.87,6.49,41.58
2018-08-28,786.80,6.51,41.33
2018-08-29,795.36,6.45,41.50
2018-08-30,793.02,6.44,41.60
2018-08-31,786.53,6.46,41.99
2018-09-03,784.58,6.51,42.22
2018-09-04,786.70,6.46,41.94
2018-09-05,788.11,6.49,42.01
2018-09-06,781.35,6.53,41.64
2018-09-07,786.86,6.62,42.13
2018-09-10,786.30,6.64,41.56
2018-09-11,785.31,6.75,40.92
2018-09-12,786.78,6.75,41.10
2018-09-13,785.05,6.78,41.09
2018-09-14,780.88,6.74,41.25
2018-09-17,775.26,6.78,40.54
2018-09-18,781.16,6.73,41.01
2018-09-19,787.86,6.72,41.52
2018-09-20,788.73,6.74,42.03
2018-09-21,787.79,6.79,41.78
2018-09-24,794.18,6.76,42.16
2018-09-25,795.16,6.79,41.50
2018-09-26,795.13,6.82,41.66
2018-09-27,793.18,6.87,41.60
2018-09-28,788.90,6.89,41.58
2018-10-01,785.78,6.83,41.91
2018-10-02,783.43,6.82,42.36
2018-10-03,782.27,6.84,42.19
2018-10-04,779.97,6.76,42.76
2018-10-05,781.69,6.78,42.76
2018-10-08,778.35,6.79,42.42
2018-10-09,779.75,6.81,42.35
2018-10-10,782.35,6.84,42.49
2018-10-11,776.51,6.81,42.47
2018-10-12,781.40,6.81,42.54
2018-10-15,781.72,6.79,42.66
2018-10-16,775.83,6.76,43.28
2018-10-17,779.43,6.73,43.45
2018-10-18,777.90,6.68,43.53
2018-10-19,775.10,6.74,43.46
2018-10-22,772.36,6.74,43.39
2018-10-23,775.39,6.78,43.08
2018-10-24,778.22,6.83,43.21
2018-10-25,782.32,6.81,43.58
2018-10-26,782.86,6.86,43.67
2018-10-29,785.04,6.78,43.22
2018-10-30,785.42,6.73,42.80
2018-10-31,775.80,6.68,42.88
2018-11-01,771.22,6.71,42.26
2018-11-02,778.77,6.77,41.44
2018-11-05,771.07,6.77,40.88
2018-11-06,768.37,6.79,40.24
2018-11-07,770.87,6.79,39.78
2018-11-08,775.98,6.82,39.57
2018-11-09,780.11,6.79,39.03
2018-11-12,779.49,6.79,39.00
2018-11-13,779.40,6.80,38.95
2018-11-14,780.16,6.85,38.94
2018-11-15,783.04,6.83,38.70
2018-11-16,777.57,6.85,38.75
2018-11-19,772.64,6.79,39.26
2018-11-20,774.25,6.77,39.30
2018-11-21,771.77,6.78,39.37
2018-11-22,765.91,6.73,39.44
2018-11-23,761.33,6.77,39.37
2018-11-26,760.35,6.80,39.44
2018-11-27,763.59,6.77,39.56
2018-11-28,766.16,6.76,39.46
2018-11-29,767.92,6.80,39.26
2018-11-30,769.91,6.76,38.78
2018-12-03,772.22,6.76,38.48
2018-12-04,768.65,6.78,38.57
2018-12-05,772.38,6.79,38.45
2018-12-06,776.37,6.88,38.42
2018-12-07,774.54,6.88,38.27
2018-12-10,769.39,6.89,38.28
2018-12-11,766.14,6.94,39.11
2018-12-12,767.37,6.90,39.11
2018-12-13,769.36,6.89,39.12
2018-12-14,770.75,6.85,39.31
2018-12-17,768.05,6.94,39.11
2018-12-18,761.35,6.98,38.72
2018-12-19,776.04,7.04,38.95
2018-12-20,772.79,7.08,39.19
2018-12-21,771.97,7.05,38.97
2018-12-24,773.94,7.08,38.83
2018-12-25,773.26,7.12,39.23
2018-12-26,773.48,7.11,39.44
2018-12-27,766.25,7.08,39.18
2018-12-28,764.44,7.10,39.53
2018-12-31,772.48,7.18,39.42
2019-01-01,773.50,7.15,39.54
2019-01-02,772.33,7.19,39.86
2019-01-03,770.58,7.25,40.07
2019-01-04,769.06,7.22,40.58
2019-01-07,765.22,7.31,41.23
2019-01-08,766.99,7.33,41.18
2019-01-09,763.40,7.38,40.99
2019-01-10,763.16,7.49,41.06
2019-01-11,772.79,7.57,41.35
2019-01-14,775.75,7.68,41.29
2019-01-15,773.84,7.67,40.92
2019-01-16,770.63,7.65,41.26
2019-01-17,772.40,7.64,41.09
2019-01-18,769.45,7.57,40.75
2019-01-21,763.23,7.59,40.89
2019-01-22,761.33,7.60,41.06
2019-01-23,763.99,7.58,41.19
2019-01-24,764.94,7.49,41.59
2019-01-25,767.22,7.52,41.78
2019-01-28,772.49,7.45,42.58
2019-01-29,770.31,7.40,41.96
2019-01-30,766.71,7.40,41.79
2019-01-31,761.85,7.44,41.11
2019-02-01,757.70,7.55,41.26
2019-02-04,756.93,7.56,41.34
2019-02-05,759.31,7.57,41.41
2019-02-06,760.05,7.55,41.22
2019-02-07,764.61,7.50,41.26
2019-02-08,759.86,7.43,40.94
2019-02-11,758.03,7.45,41.39
2019-02-12,756.33,7.44,41.29
2019-02-13,762.80,7.49,41.16
2019-02-14,765.20,7.46,41.29
2019-02-15,761.17,7.39,41.15
2019-02-18,759.57,7.35,41.04
2019-02-19,759.52,7.30,41.39
2019-02-20,761.56,7.30,41.45
2019-02-21,765.84,7.35,41.72
2019-02-22,763.75,7.45,41.60
2019-02-25,767.69,7.47,41.59
2019-02-26,770.86,7.43,40.96
2019-02-27,776.48,7.47,40.97
2019-02-28,778.07,7.44,41.50
2019-03-01,778.85,7.39,41.86
2019-03-04,783.44,7.48,41.27
2019-03-05,782.46,7.46,41.46
2019-03-06,787.12,7.44,41.35
2019-03-07,788.52,7.48,41.76
2019-03-08,783.05,7.41,41.77
2019-03-11,780.92,7.48,41.61
2019-03-12,783.02,7.45,42.40
2019-03-13,780.71,7.41,43.10
2019-03-14,788.96,7.40,42.92
2019-03-15,789.51,7.40,42.93
2019-03-18,789.59,7.47,42.64
2019-03-19,797.98,7.37,42.08
2019-03-20,801.92,7.39,42.47
2019-03-21,807.90,7.40,41.86
2019-03-22,810.89,7.39,41.97
2019-03-25,805.32,7.36,42.12
2019-03-26,806.22,7.35,42.38
2019-03-27,805.60,7.37,42.28
2019-03-28,805.09,7.25,42.50
2019-03-29,808.77,7.21,41.99
2019-04-01,810.90,7.21,41.94
2019-04-02,812.77,7.17,41.67
2019-04-03,811.07,7.14,42.06
2019-04-04,815.91,7.12,42.10
2019-04-05,824.92,7.11,41.96
2019-04-08,827.80,7.16,41.94
2019-04-09,829.50,7.15,41.51
2019-04-10,830.77,7.20,41.16
2019-04-11,832.83,7.12,41.18
2019-04-12,834.87,7.19,41.18
2019-04-15,831.77,7.17,41.52
2019-04-16,827.40,7.23,40.79
2019-04-17,822.33,7.27,40.97
2019-04-18,819.95,7.26,40.72
2019-04-19,820.02,7.33,40.18
2019-04-22,823.92,7.35,40.17
2019-04-23,830.05,7.41,40.19
2019-04-24,835.02,7.34,39.93
2019-04-25,840.92,7.40,39.83
2019-04-26,835.83,7.43,39.57
2019-04-29,826.51,7.41,39.26
2019-04-30,830.40,7.34,38.96
2019-05-01,835.74,7.32,39.36
2019-05-02,840.64,7.27,39.72
2019-05-03,844.39,7.24,39.32
2019-05-06,848.83,7.19,39.77
2019-05-07,852.28,7.14,39.03
2019-05-08,850.97,7.17,38.63
2019-05-09,852.19,7.10,39.03
2019-05-10,853.20,7.22,39.14
2019-05-13,861.14,7.29,39.31
2019-05-14,854.68,7.31,39.12
2019-05-15,856.44,7.27,39.36
2019-05-16,856.03,7.26,39.39
2019-05-17,843.48,7.30,39.35
2019-05-20,851.07,7.32,39.88
2019-05-21,847.61,7.31,39.64
2019-05-22,850.02,7.35,39.08
2019-05-23,852.53,7.32,38.71
2019-05-24,847.98,7.34,38.52
2019-05-27,849.04,7.32,38.45
2019-05-28,843.20,7.29,38.78
2019-05-29,844.94,7.34,38.74
2019-05-30,851.66,7.29,39.20
2019-05-31,857.45,7.24,39.47
2019-06-03,856.62,7.29,39.74
2019-06-04,862.34,7.25,39.25
2019-06-05,859.78,7.20,39.18
2019-06-06,858.95,7.17,39.54
2019-06-07,862.20,7.21,39.32
2019-06-10,861.76,7.29,39.01
2019-06-11,861.00,7.31,38.95
2019-06-12,868.73,7.29,39.15
2019-06-13,866.51,7.27,39.10
2019-06-14,871.32,7.27,39.48
2019-06-17,872.84,7.25,39.27
2019-06-18,864.72,7.26,39.51
2019-06-19,864.51,7.27,39.96
2019-06-20,864.78,7.28,39.97
2019-06-21,865.80,7.21,39.58
2019-06-24,861.22,7.24,39.28
2019-06-25,859.51,7.28,38.95
2019-06-26,853.36,7.21,39.46
2019-06-27,852.56,7.17,38.61
2019-06-28,853.79,7.13,38.16
2019-07-01,860.59,7.18,38.06
2019-07-02,853.96,7.28,38.46
2019-07-03,860.42,7.32,38.45
2019-07-04,858.36,7.31,38.98
2019-07-05,857.59,7.25,38.97
2019-07-08,854.70,7.34,38.58
2019-07-09,850.68,7.33,38.15
2019-07-10,839.18,7.28,37.76
2019-07-11,840.49,7.35,37.91
2019-07-12,836.12,7.35,38.09
2019-07-15,835.50,7.29,37.95
2019-07-16,839.23,7.31,38.07
2019-07-17,837.61,7.30,37.97
2019-07-18,836.67,7.24,38.44
2019-07-19,834.61,7.23,38.09
2019-07-22,831.90,7.11,38.31
2019-07-23,831.78,7.05,38.42
2019-07-24,830.20,7.02,37.86
2019-07-25,826.72,7.04,37.81
2019-07-26,820.79,7.03,37.80
2019-07-29,821.35,6.97,37.50
2019-07-30,820.17,6.99,37.91
2019-07-31,819.49,6.91,37.82
2019-08-01,819.27,6.88,37.42
2019-08-02,815.28,6.89,37.59
2019-08-05,812.59,6.85,37.69
2019-08-06,813.91,6.91,37.56
2019-08-07,817.85,6.89,37.18
2019-08-08,821.44,6.92,37.39
2019-08-09,824.74,6.95,37.23
2019-08-12,816.69,6.92,37.24
2019-08-13,814.43,6.94,37.66
2019-08-14,814.03,6.90,38.09
2019-08-15,813.33,6.90,37.41
2019-08-16,806.32,6.95,37.52
2019-08-19,811.53,7.06,37.50
2019-08-20,811.58,7.05,37.55
2019-08-21,816.02,7.01,38.03
2019-08-22,808.27,7.04,38.42
2019-08-23,809.57,7.07,38.08
2019-08-26,816.47,7.13,37.87
2019-08-27,808.91,7.09,37.70
2019-08-28,801.02,7.10,37.86
2019-08-29,801.55,7.09,38.23
2019-08-30,802.87,7.21,38.04
2019-09-02,804.22,7.17,37.97
2019-09-03,807.94,7.19,38.31
2019-09-04,811.90,7.16,37.47
2019-09-05,803.55,7.27,37.14
2019-09-06,808.24,7.24,36.89
2019-09-09,811.19,7.29,37.15
2019-09-10,809.27,7.33,37.19
2019-09-11,816.84,7.35,37.47
2019-09-12,811.24,7.44,37.96
2019-09-13,807.84,7.51,37.70
2019-09-16,808.94,7.50,37.27
2019-09-17,808.32,7.47,37.60
2019-09-18,804.00,7.44,37.30
2019-09-19,807.24,7.46,37.56
2019-09-20,804.82,7.47,37.86
2019-09-23,803.49,7.45,37.91
2019-09-24,805.47,7.46,37.53
2019-09-25,803.52,7.40,38.41
2019-09-26,804.54,7.32,38.30
2019-09-27,799.98,7.44,38.50
2019-09-30,798.23,7.50,38.81
2019-10-01,795.42,7.45,38.42
2019-10-02,794.33,7.45,38.36
2019-10-03,796.88,7.47,38.34
2019-10-04,800.70,7.37,38.32
2019-10-07,795.95,7.40,38.59
2019-10-08,793.32,7.29,39.21
2019-10-09,799.08,7.35,38.90
2019-10-10,801.62,7.37,39.02
2019-10-11,807.26,7.49,39.10
2019-10-14,809.07,7.57,39.13
2019-10-15,809.01,7.57,39.70
2019-10-16,814.83,7.44,40.30
2019-10-17,814.34,7.38,40.75
2019-10-18,816.62,7.38,40.76
2019-10-21,822.81,7.43,40.54
2019-10-22,815.51,7.38,40.39
2019-10-23,813.67,7.45,40.03
2019-10-24,812.91,7.53,39.75
2019-10-25,815.15,7.51,40.42
2019-10-28,817.19,7.45,40.06
2019-10-29,813.94,7.39,40.37
2019-10-30,808.36,7.42,40.45
2019-10-31,814.16,7.50,40.91
2019-11-01,811.70,7.51,40.55
2019-11-04,820.42,7.50,41.05
2019-11-05,824.29,7.48,40.79
2019-11-06,823.65,7.46,40.73
2019-11-07,829.38,7.53,41.32
2019-11-08,822.74,7.47,41.20
2019-11-11,832.31,7.60,41.05
2019-11-12,832.83,7.61,41.67
2019-11-13,835.78,7.70,41.76
2019-11-14,832.99,7.66,41.52
2019-11-15,836.62,7.71,42.28
2019-11-18,839.23,7.72,42.06
2019-11-19,840.26,7.77,41.32
2019-11-20,836.09,7.70,42.01
2019-11-21,839.64,7.67,42.16
2019-11-22,845.51,7.65,42.28
2019-11-25,845.24,7.67,42.38
2019-11-26,847.91,7.64,42.08
2019-11-27,849.15,7.63,42.09
2019-11-28,854.48,7.60,42.03
2019-11-29,856.03,7.60,41.90
2019-12-02,852.13,7.53,41.80
2019-12-03,857.03,7.64,41.68
2019-12-04,858.89,7.67,41.83
2019-12-05,854.97,7.72,42.06
2019-12-06,848.36,7.75,42.23
2019-12-09,844.71,7.70,42.67
2019-12-10,847.57,7.81,42.24
2019-12-11,845.58,7.77,41.97
2019-12-12,842.62,7.77,41.47
2019-12-13,839.80,7.74,41.84
2019-12-16,839.58,7.77,41.75
2019-12-17,835.84,7.76,42.05
2019-12-18,840.66,7.83,42.83
2019-12-19,849.47,7.83,42.79
2019-12-20,850.24,7.84,42.61
2019-12-23,843.89,7.87,42.38
2019-12-24,843.23,7.78,42.76
2019-12-25,837.30,7.89,42.45
2019-12-26,839.49,7.88,42.09
2019-12-27,836.57,7.92,41.94
2019-12-30,840.44,7.91,41.72
2019-12-31,841.13,7.95,41.95
2020-01-01,849.30,7.91,41.56
2020-01-02,853.77,7.87,41.60
2020-01-03,849.54,7.85,41.42
2020-01-06,850.95,7.87,41.26
2020-01-07,848.14,7.92,40.77
2020-01-08,847.29,7.91,40.86
2020-01-09,852.67,7.94,41.13
2020-01-10,850.13,7.94,40.66
2020-01-13,852.55,7.88,40.99
2020-01-14,851.64,7.97,40.81
2020-01-15,850.81,7.89,41.15
2020-01-16,852.35,7.95,40.50
2020-01-17,854.16,8.04,41.05
2020-01-20,850.27,8.16,40.65
2020-01-21,845.91,8.22,40.31
2020-01-22,846.44,8.20,40.96
2020-01-23,847.03,8.30,41.17
2020-01-24,843.62,8.42,41.23
2020-01-27,846.06,8.45,41.85
2020-01-28,840.14,8.55,41.31
2020-01-29,836.32,8.46,41.39
2020-01-30,835.97,8.49,40.74
2020-01-31,832.69,8.52,41.02
2020-02-03,827.15,8.51,41.25
2020-02-04,831.68,8.34,41.43
2020-02-05,828.49,8.23,41.92
2020-02-06,827.70,8.27,42.21
2020-02-07,827.90,8.24,41.98
2020-02-10,830.77,8.25,42.04
2020-02-11,827.99,8.15,42.45
2020-02-12,825.81,8.20,43.11
2020-02-13,835.75,8.18,42.46
2020-02-14,832.34,8.30,42.41
2020-02-17,834.49,8.31,42.30
2020-02-18,838.59,8.42,43.17
2020-02-19,840.30,8.34,43.47
2020-02-20,839.54,8.31,42.65
2020-02-21,844.61,8.35,42.67
2020-02-24,844.02,8.40,42.45
2020-02-25,848.16,8.50,42.55
2020-02-26,851.50,8.37,42.46
2020-02-27,842.39,8.38,42.70
2020-02-28,843.52,8.36,43.06
2020-03-02,842.54,8.37,43.06
2020-03-03,835.55,8.34,43.10
2020-03-04,833.58,8.34,43.58
2020-03-05,832.91,8.34,43.52
2020-03-06,826.43,8.42,43.46
2020-03-09,827.32,8.38,42.99
2020-03-10,823.62,8.48,43.36
2020-03-11,818.01,8.43,43.53
2020-03-12,824.23,8.40,43.16
2020-03-13,822.81,8.39,43.92
2020-03-16,824.45,8.38,43.77
2020-03-17,821.45,8.35,43.77
2020-03-18,824.34,8.25,43.88
2020-03-19,825.48,8.23,44.03
2020-03-20,827.88,8.14,44.06
2020-03-23,827.57,8.24,44.12
2020-03-24,831.62,8.19,44.40
2020-03-25,836.60,8.23,44.12
2020-03-26,841.87,8.16,44.27
2020-03-27,843.32,8.15,44.04
2020-03-30,843.40,8.13,44.78
2020-03-31,849.18,8.23,44.80
2020-04-01,849.45,8.25,45.08
2020-04-02,851.36,8.19,45.01
2020-04-03,855.60,8.35,44.83
2020-04-06,854.04,8.33,45.36
2020-04-07,855.17,8.32,45.38
2020-04-08,855.74,8.34,45.60
2020-04-09,859.18,8.40,46.16
2020-04-10,858.17,8.39,46.02
2020-04-13,859.76,8.44,46.25
2020-04-14,859.76,8.39,45.88
2020-04-15,855.78,8.35,45.80
2020-04-16,860.31,8.40,45.27
2020-04-17,854.28,8.38,45.54
2020-04-20,853.76,8.39,45.42
2020-04-21,857.51,8.41,45.37
2020-04-22,851.71,8.42,45.24
2020-04-23,852.45,8.33,45.84
2020-04-24,853.11,8.40,46.10
2020-04-27,856.73,8.37,45.87
2020-04-28,851.00,8.41,45.99
2020-04-29,853.62,8.36,45.97
2020-04-30,848.87,8.26,45.98
2020-05-01,842.83,8.46,46.16
2020-05-04,848.17,8.52,46.26
2020-05-05,843.69,8.53,46.90
2020-05-06,840.04,8.60,46.83
2020-05-07,843.88,8.56,47.23
2020-05-08,849.48,8.55,47.27
2020-05-11,851.98,8.60,47.81
2020-05-12,851.72,8.59,47.85
2020-05-13,853.46,8.51,48.10
2020-05-14,858.65,8.52,48.26
2020-05-15,856.88,8.54,48.22
2020-05-18,857.77,8.50,48.43
2020-05-19,863.10,8.48,48.50
2020-05-20,868.17,8.48,48.10
2020-05-21,870.72,8.47,48.23
2020-05-22,870.56,8.49,48.20
2020-05-25,868.49,8.55,48.14
2020-05-26,871.70,8.65,47.90
2020-05-27,871.22,8.66,47.83
2020-05-28,873.74,8.60,47.41
2020-05-29,871.87,8.61,47.62
2020-06-01,874.57,8.60,46.95
2020-06-02,877.46,8.56,47.09
2020-06-03,877.30,8.50,47.22
2020-06-04,878.42,8.55,47.30
2020-06-05,887.40,8.50,48.08
2020-06-08,895.22,8.49,47.61
2020-06-09,893.37,8.47,47.84
2020-06-10,896.25,8.51,47.16
2020-06-11,887.55,8.52,47.66
2020-06-12,888.35,8.63,47.24
2020-06-15,888.84,8.71,47.30
2020-06-16,895.08,8.77,47.19
2020-06-17,893.92,8.68,47.23
2020-06-18,902.78,8.59,47.19
2020-06-19,907.82,8.61,46.54
2020-06-22,907.54,8.64,46.62
2020-06-23,906.39,8.65,47.15
2020-06-24,902.58,8.75,46.94
2020-06-25,902.99,8.74,47.27
2020-06-26,909.25,8.74,46.59
2020-06-29,907.47,8.65,45.85
2020-06-30,905.73,8.63,45.79
2020-07-01,898.52,8.67,46.42
2020-07-02,897.04,8.77,45.81
2020-07-03,901.03,8.82,45.84
2020-07-06,901.80,8.84,45.48
2020-07-07,895.70,8.90,45.68
2020-07-08,897.97,8.88,45.36
2020-07-09,894.04,8.80,45.02
2020-07-10,896.96,8.83,44.93
2020-07-13,904.03,8.80,45.00
2020-07-14,911.97,8.91,45.52
2020-07-15,918.55,8.85,45.41
2020-07-16,915.77,8.95,44.93
2020-07-17,913.91,8.91,44.65
2020-07-20,910.02,9.02,44.94
2020-07-21,910.96,8.94,44.76
2020-07-22,912.24,8.93,44.72
2020-07-23,910.00,8.96,44.78
2020-07-24,913.35,9.02,45.03
2020-07-27,912.26,9.03,44.07
2020-07-28,909.92,9.08,44.07
2020-07-29,904.76,9.01,43.96
2020-07-30,902.04,8.96,44.33
2020-07-31,909.11,8.99,43.98
2020-08-03,916.74,9.09,43.96
2020-08-04,920.26,9.04,43.61
2020-08-05,928.78,9.08,43.63
2020-08-06,930.27,9.09,43.89
2020-08-07,935.81,9.20,43.58
2020-08-10,935.93,9.20,43.07
2020-08-11,943.99,9.22,42.56
2020-08-12,944.47,9.19,42.16
2020-08-13,950.72,9.22,42.28
2020-08-14,956.94,9.32,42.30
2020-08-17,953.08,9.29,42.47
2020-08-18,951.53,9.31,42.88
2020-08-19,958.44,9.26,42.80
2020-08-20,964.57,9.22,42.79
2020-08-21,966.69,9.31,42.64
2020-08-24,970.55,9.31,42.82
2020-08-25,970.44,9.32,42.43
2020-08-26,966.32,9.26,42.41
2020-08-27,967.03,9.28,42.60
2020-08-28,959.67,9.31,42.44
2020-08-31,952.62,9.27,42.70
2020-09-01,946.57,9.36,42.29
2020-09-02,945.70,9.38,41.99
2020-09-03,941.48,9.42,41.82
2020-09-04,937.58,9.41,41.87
2020-09-07,940.62,9.38,42.21
2020-09-08,939.35,9.28,41.89
2020-09-09,940.71,9.28,41.14
2020-09-10,934.56,9.29,41.28
2020-09-11,928.05,9.32,41.24
2020-09-14,928.27,9.32,41.35
2020-09-15,928.70,9.38,41.37
2020-09-16,933.88,9.38,41.26
2020-09-17,922.22,9.43,41.45
2020-09-18,914.89,9.30,41.43
2020-09-21,910.62,9.28,41.91
2020-09-22,910.39,9.30,42.05
2020-09-23,912.26,9.15,42.26
2020-09-24,922.45,9.14,42.62
2020-09-25,927.10,9.25,42.44
2020-09-28,935.08,9.15,42.52
2020-09-29,937.26,9.14,42.16
2020-09-30,942.86,9.08,42.15
2020-10-01,944.00,9.06,42.11
2020-10-02,942.96,9.02,41.85
2020-10-05,945.86,9.09,41.94
2020-10-06,943.13,9.10,42.66
2020-10-07,944.11,9.01,41.94
2020-10-08,949.55,8.94,41.90
2020-10-09,946.56,8.93,42.40
2020-10-12,949.67,8.93,42.18
2020-10-13,941.77,8.95,42.18
2020-10-14,933.35,8.90,41.69
2020-10-15,930.86,8.93,41.19
2020-10-16,930.82,8.88,41.46
2020-10-19,933.31,8.91,41.09
2020-10-20,926.42,9.01,41.03
2020-10-21,920.84,8.98,41.46
2020-10-22,915.92,9.02,40.80
2020-10-23,925.50,9.03,40.62
2020-10-26,921.10,8.91,40.48
2020-10-27,917.03,8.94,40.45
2020-10-28,917.12,8.98,40.87
2020-10-29,914.25,8.90,40.99
2020-10-30,910.32,8.79,40.59
2020-11-02,918.93,8.82,40.58
2020-11-03,915.53,8.90,40.56
2020-11-04,906.74,8.75,40.17
2020-11-05,909.10,8.64,39.69
2020-11-06,914.36,8.77,39.04
2020-11-09,909.18,8.76,38.83
2020-11-10,907.72,8.62,38.60
2020-11-11,907.41,8.53,38.69
2020-11-12,902.44,8.48,39.22
2020-11-13,895.15,8.58,38.65
2020-11-16,894.09,8.59,38.93
2020-11-17,887.97,8.65,39.29
2020-11-18,892.04,8.54,39.46
2020-11-19,894.45,8.52,40.03
2020-11-20,894.62,8.49,40.03
2020-11-23,895.82,8.51,40.26
2020-11-24,894.93,8.42,40.59
2020-11-25,893.11,8.42,40.63
2020-11-26,892.35,8.45,40.66
2020-11-27,895.52,8.54,40.89
2020-11-30,897.14,8.60,40.79
2020-12-01,894.42,8.65,40.71
2020-12-02,890.98,8.62,40.85
2020-12-03,885.76,8.66,40.41
